barcode,positions,base_prop
,23599,"[0.0005185377236193, 0.000777806585429, 0.5998185117967332, 0.3988851438942183]"
,23604,"[0.6022018835389309, 0.0010611486934606, 0.3962063934208781, 0.0005305743467303]"
,23854,"[0.6080749819754867, 0.3900504686373467, 0.0004325883201153, 0.0014419610670511]"
,23948,"[0.0006727965911639, 0.0, 0.348060103162144, 0.6512671002466921]"
,24130,"[0.5472636815920398, 0.4497512437810945, 0.0, 0.0029850746268656]"
,24410,"[0.4169295478443743, 0.0, 0.5814931650893796, 0.001577287066246]"
,24424,"[0.4552768575485092, 0.0014197823000473, 0.0018930430667297, 0.5414103170847137]"
,24469,"[0.6100039077764752, 0.0003907776475185, 0.0027354435326299, 0.3868698710433763]"
,24503,"[0.0007535795026375, 0.400904295403165, 0.0, 0.5983421250941975]"
,25000,"[0.0012606366214938, 0.2871099905452253, 0.0003151591553734, 0.7113142136779074]"
,25469,"[0.0, 0.5676959619952494, 0.0, 0.4323040380047506]"
,25584,"[0.001412429378531, 0.4307909604519774, 0.0007062146892655, 0.567090395480226]"
,25673,"[0.0, 0.401561144839549, 0.0008673026886383, 0.5975715524718127]"
,26270,"[0.0, 0.5685177786656013, 0.0019976028765481, 0.4294846184578506]"
,26530,"[0.3843201754385965, 0.0, 0.6151315789473685, 0.000548245614035]"
,26577,"[0.0004152823920265, 0.3687707641196013, 0.6303986710963455, 0.0004152823920265]"
,26709,"[0.5908945174735493, 0.0003206155819172, 0.4075024046168644, 0.0012824623276691]"
,26767,"[0.0002675943270002, 0.4345731870484345, 0.0002675943270002, 0.5648916242975649]"
,27259,"[0.3570027461749706, 0.6424741728782529, 0.0, 0.0005230809467765]"
,27577,"[0.0013315579227696, 0.5432756324900133, 0.0, 0.455392809587217]"
,27638,"[0.0010261672652642, 0.4971780400205233, 0.0, 0.5017957927142124]"
,27752,"[0.0058737151248164, 0.6138032305433186, 0.0014684287812041, 0.3788546255506608]"
,27807,"[0.0007468259895444, 0.3487677371172517, 0.0, 0.6504854368932039]"
,27874,"[0.0034458993797381, 0.6264645072363887, 0.0, 0.3700895933838732]"
,28311,"[0.0006202704379109, 0.365835504279866, 0.0, 0.6335442252822231]"
,28461,"[0.5752114238181062, 0.0, 0.4245112990433938, 0.0002772771384999]"
,28881,"[0.6243284727551803, 0.0011511895625479, 0.0069071373752877, 0.3676132003069838]"
,28882,"[0.6113413715146948, 0.0001883948756593, 0.3877166541070083, 0.0007535795026375]"
,28883,"[0.000376151965394, 0.6114350197479782, 0.3881888282866278, 0.0]"
,28916,"[0.0006755615605472, 0.0, 0.6461746326634015, 0.3531498057760513]"
,29402,"[0.0006204243702692, 0.0003722546221615, 0.579228192083385, 0.4197791289241841]"
,29742,"[0.0011438739196746, 0.0005083884087442, 0.614133197763091, 0.3842145399084901]"
