barcode,positions,base_prop
,25000,"[0.0, 0.6438935912938332, 0.0, 0.3561064087061669]"
,25469,"[0.0, 0.5361823361823361, 0.0, 0.4638176638176638]"
,25521,"[0.0, 0.5129440096327513, 0.0, 0.4870559903672486]"
,25584,"[0.0, 0.6025538707102953, 0.0, 0.3974461292897047]"
,26187,"[0.0, 0.3851983950066874, 0.0, 0.6148016049933125]"
,26270,"[0.0, 0.5297592003634711, 0.0, 0.4702407996365289]"
,26530,"[0.5289672544080605, 0.0, 0.4710327455919395, 0.0]"
,26577,"[0.000653167864141, 0.5297191378184193, 0.4696276943174395, 0.0]"
,26709,"[0.4933665008291873, 0.0, 0.5066334991708126, 0.0]"
,26767,"[0.0, 0.403485254691689, 0.0, 0.596514745308311]"
,27259,"[0.620026525198939, 0.379973474801061, 0.0, 0.0]"
,27393,"[0.0, 0.564076170869789, 0.0, 0.435923829130211]"
,27604,"[0.2164404223227752, 0.0, 0.7835595776772247, 0.0]"
,27638,"[0.0, 0.383270911360799, 0.0, 0.616729088639201]"
,27752,"[0.0, 0.4930795847750865, 0.0, 0.5069204152249135]"
,27807,"[0.0, 0.5931830676195712, 0.0, 0.4068169323804288]"
,27874,"[0.0, 0.5716738197424893, 0.0, 0.4283261802575107]"
,28311,"[0.0, 0.6738853503184713, 0.0, 0.3261146496815286]"
,28461,"[0.5577906580293215, 0.0003409478349812, 0.4418683941356972, 0.0]"
,28881,"[0.3315561479506831, 0.0, 0.0009996667777407, 0.6674441852715761]"
,28882,"[0.3319906008727761, 0.0, 0.6680093991272239, 0.0]"
,28883,"[0.0003362474781439, 0.3342299932750504, 0.6654337592468057, 0.0]"
,28916,"[0.0, 0.0, 0.5425719318849089, 0.457428068115091]"
,28921,"[0.0, 0.4477696216826651, 0.0, 0.5522303783173348]"
,29402,"[0.0003405994550408, 0.0, 0.5544959128065395, 0.4451634877384196]"
,29742,"[0.0, 0.0, 0.5754257907542579, 0.4245742092457421]"
