barcode,positions,base_prop
,20055,"[0.5757575757575758, 0.0, 0.4242424242424242, 0.0]"
,21575,"[0.0163934426229508, 0.6229508196721312, 0.0, 0.360655737704918]"
,21618,"[0.0129870129870129, 0.0, 0.4935064935064935, 0.4935064935064935]"
,22200,"[0.0389610389610389, 0.0, 0.4675324675324675, 0.4935064935064935]"
,22205,"[0.0, 0.0125, 0.5625, 0.425]"
,22786,"[0.7592592592592593, 0.2407407407407407, 0.0, 0.0]"
,22792,"[0.0, 0.7636363636363637, 0.0, 0.2363636363636363]"
,22813,"[0.0677966101694915, 0.0, 0.6610169491525424, 0.2711864406779661]"
,22882,"[0.0, 0.0, 0.4027777777777778, 0.5972222222222222]"
,22917,"[0.0133333333333333, 0.0133333333333333, 0.5333333333333333, 0.44]"
,22992,"[0.4868421052631579, 0.0, 0.5131578947368421, 0.0]"
,23013,"[0.5569620253164557, 0.4430379746835443, 0.0, 0.0]"
,23040,"[0.55, 0.0125, 0.4375, 0.0]"
,23055,"[0.5625, 0.0, 0.425, 0.0125]"
,23063,"[0.5256410256410257, 0.0128205128205128, 0.0, 0.4615384615384615]"
,23075,"[0.0, 0.430379746835443, 0.0, 0.569620253164557]"
,23525,"[0.0, 0.5287356321839081, 0.0, 0.4712643678160919]"
,23599,"[0.0, 0.0240963855421686, 0.4096385542168674, 0.5662650602409639]"
,23604,"[0.4827586206896552, 0.0229885057471264, 0.4942528735632184, 0.0]"
,23638,"[0.0119047619047619, 0.5476190476190477, 0.0, 0.4404761904761904]"
,23854,"[0.4352941176470588, 0.5411764705882353, 0.0235294117647058, 0.0]"
,23948,"[0.0227272727272727, 0.0, 0.4772727272727273, 0.5]"
,24410,"[0.475, 0.0125, 0.5, 0.0125]"
,24424,"[0.5384615384615384, 0.0109890109890109, 0.0, 0.4505494505494505]"
,24469,"[0.4431818181818182, 0.0, 0.0, 0.5568181818181818]"
,25000,"[0.0, 0.5176470588235295, 0.0117647058823529, 0.4705882352941176]"
,25062,"[0.0119047619047619, 0.0119047619047619, 0.5357142857142857, 0.4404761904761904]"
,25469,"[0.0, 0.5432098765432098, 0.0, 0.4567901234567901]"
,25584,"[0.0, 0.5308641975308642, 0.0, 0.4691358024691358]"
,26060,"[0.0, 0.5061728395061729, 0.0123456790123456, 0.4814814814814814]"
,26270,"[0.0125, 0.4875, 0.0125, 0.4875]"
,26577,"[0.0253164556962025, 0.4683544303797468, 0.4936708860759494, 0.0126582278481012]"
,26709,"[0.52, 0.0, 0.48, 0.0]"
,26767,"[0.0, 0.430379746835443, 0.0, 0.569620253164557]"
,26858,"[0.0, 0.4605263157894737, 0.0, 0.5394736842105263]"
,27259,"[0.4166666666666667, 0.5416666666666666, 0.0138888888888888, 0.0277777777777777]"
,27382,"[0.0, 0.4868421052631579, 0.4736842105263157, 0.0394736842105263]"
,27383,"[0.4473684210526316, 0.0789473684210526, 0.0131578947368421, 0.4605263157894737]"
,27384,"[0.0126582278481012, 0.4683544303797468, 0.0, 0.5189873417721519]"
,27638,"[0.0, 0.3974358974358974, 0.0128205128205128, 0.5897435897435898]"
,27752,"[0.0133333333333333, 0.6, 0.0133333333333333, 0.3733333333333333]"
,27807,"[0.0129870129870129, 0.4155844155844156, 0.0259740259740259, 0.5454545454545454]"
,27874,"[0.0, 0.575, 0.0125, 0.4125]"
,28311,"[0.0, 0.4324324324324324, 0.0, 0.5675675675675675]"
,28461,"[0.5512820512820513, 0.0, 0.4487179487179487, 0.0]"
,28658,"[0.4556962025316455, 0.0, 0.5443037974683544, 0.0]"
,28795,"[0.5652173913043478, 0.0, 0.4347826086956521, 0.0]"
,28881,"[0.5882352941176471, 0.0294117647058823, 0.0, 0.3823529411764705]"
,28882,"[0.5135135135135135, 0.027027027027027, 0.3783783783783784, 0.081081081081081]"
,28883,"[0.0266666666666666, 0.5066666666666667, 0.4666666666666667, 0.0]"
,28916,"[0.0526315789473684, 0.0, 0.5394736842105263, 0.4078947368421052]"
,29402,"[0.0, 0.0, 0.5882352941176471, 0.4117647058823529]"
,29510,"[0.4857142857142857, 0.4857142857142857, 0.0142857142857142, 0.0142857142857142]"
