barcode,positions,base_prop
,26767,"[0.0227272727272727, 0.4318181818181818, 0.0, 0.5454545454545454]"
,26858,"[0.0123456790123456, 0.4567901234567901, 0.0, 0.5308641975308642]"
,27259,"[0.4482758620689655, 0.5172413793103449, 0.0344827586206896, 0.0]"
,27382,"[0.0119047619047619, 0.3928571428571428, 0.5714285714285714, 0.0238095238095238]"
,27383,"[0.5294117647058824, 0.0588235294117647, 0.0, 0.4117647058823529]"
,27384,"[0.0, 0.4111111111111111, 0.0, 0.5888888888888889]"
,27638,"[0.0, 0.5, 0.0116279069767441, 0.4883720930232558]"
,27752,"[0.0246913580246913, 0.5308641975308642, 0.0, 0.4444444444444444]"
,27807,"[0.0, 0.5058823529411764, 0.0117647058823529, 0.4823529411764706]"
,27874,"[0.0238095238095238, 0.4880952380952381, 0.0, 0.4880952380952381]"
,28311,"[0.0, 0.5949367088607594, 0.0126582278481012, 0.3924050632911392]"
,28461,"[0.5454545454545454, 0.0, 0.4545454545454545, 0.0]"
,28658,"[0.52, 0.0, 0.48, 0.0]"
,28795,"[0.696969696969697, 0.0, 0.303030303030303, 0.0]"
,28881,"[0.5, 0.0, 0.0285714285714285, 0.4714285714285714]"
,28882,"[0.527027027027027, 0.0135135135135135, 0.4459459459459459, 0.0135135135135135]"
,28883,"[0.0, 0.5066666666666667, 0.4666666666666667, 0.0266666666666666]"
,28916,"[0.0136986301369863, 0.0136986301369863, 0.4931506849315068, 0.4794520547945205]"
,29402,"[0.0133333333333333, 0.0, 0.56, 0.4266666666666667]"
,29510,"[0.4605263157894737, 0.5131578947368421, 0.0263157894736842, 0.0]"
