barcode,positions,base_prop
,24469,"[0.5774647887323944, 0.0, 0.0, 0.4225352112676056]"
,25000,"[0.0, 0.4691358024691358, 0.0, 0.5308641975308642]"
,25062,"[0.0120481927710843, 0.0, 0.5180722891566265, 0.4698795180722891]"
,25469,"[0.0, 0.5121951219512195, 0.0365853658536585, 0.4512195121951219]"
,25584,"[0.0114942528735632, 0.5172413793103449, 0.0, 0.4712643678160919]"
,26060,"[0.0, 0.5263157894736842, 0.0, 0.4736842105263157]"
,26270,"[0.0125, 0.4875, 0.0, 0.5]"
,26577,"[0.0, 0.5512820512820513, 0.4487179487179487, 0.0]"
,26709,"[0.4875, 0.0, 0.5125, 0.0]"
,26767,"[0.0389610389610389, 0.4545454545454545, 0.0, 0.5064935064935064]"
,26858,"[0.0, 0.5324675324675324, 0.0, 0.4675324675324675]"
,27259,"[0.5277777777777778, 0.4583333333333333, 0.0138888888888888, 0.0]"
,27382,"[0.0, 0.391304347826087, 0.5942028985507246, 0.0144927536231884]"
,27383,"[0.5466666666666666, 0.08, 0.0, 0.3733333333333333]"
,27384,"[0.0, 0.3815789473684211, 0.0, 0.618421052631579]"
,27638,"[0.0, 0.5074626865671642, 0.0, 0.4925373134328358]"
,27752,"[0.0144927536231884, 0.4927536231884058, 0.0, 0.4927536231884058]"
,27807,"[0.0, 0.5441176470588235, 0.0, 0.4558823529411764]"
,27874,"[0.0, 0.4852941176470588, 0.0, 0.5147058823529411]"
,28311,"[0.0153846153846153, 0.5230769230769231, 0.0, 0.4615384615384615]"
,28461,"[0.5373134328358209, 0.0, 0.4477611940298507, 0.0149253731343283]"
,28658,"[0.4776119402985074, 0.0149253731343283, 0.5074626865671642, 0.0]"
,28795,"[0.5, 0.0, 0.4838709677419355, 0.0161290322580645]"
,28881,"[0.5, 0.0357142857142857, 0.0357142857142857, 0.4285714285714285]"
,28882,"[0.453125, 0.0, 0.46875, 0.078125]"
,28883,"[0.0597014925373134, 0.4776119402985074, 0.4477611940298507, 0.0149253731343283]"
,28916,"[0.0151515151515151, 0.0303030303030303, 0.5151515151515151, 0.4393939393939394]"
,29402,"[0.0, 0.0, 0.5692307692307692, 0.4307692307692308]"
,29510,"[0.4428571428571428, 0.5428571428571428, 0.0, 0.0142857142857142]"
