barcode,positions,base_prop
,23525,"[0.0009978048293753, 0.2344841349032129, 0.0, 0.7643184993015366]"
,23599,"[0.0001763979537837, 0.0, 0.7611571705768213, 0.2383136355618274]"
,23604,"[0.7628366247755834, 0.0005385996409335, 0.2364452423698384, 0.0001795332136445]"
,23854,"[0.79650032404407, 0.2013393821559732, 0.0004320587599913, 0.0017282350399654]"
,24130,"[0.7281292059219381, 0.2691790040376851, 0.0, 0.0026917900403768]"
,24410,"[0.2202304737516005, 0.0, 0.7772087067861716, 0.0025608194622279]"
,24424,"[0.2338129496402877, 0.0017985611510791, 0.0023980815347721, 0.761990407673861]"
,24503,"[0.0015022533800701, 0.2013019529293941, 0.00100150225338, 0.7961942914371557]"
,25469,"[0.0009532888465204, 0.7187797902764538, 0.0, 0.2802669208770257]"
,25584,"[0.0008467400508044, 0.2480948348856901, 0.0, 0.7510584250635055]"
,26080,"[0.0037735849056603, 0.2580188679245283, 0.0018867924528301, 0.7363207547169811]"
,26270,"[0.0008729812309035, 0.3867306852902663, 0.0048013967699694, 0.6075949367088608]"
,26530,"[0.225, 0.0, 0.7744318181818182, 0.0005681818181818]"
,26577,"[0.0, 0.2235477178423236, 0.7743775933609959, 0.0020746887966804]"
,26709,"[0.7420957542908763, 0.0004516711833785, 0.2556458897922312, 0.001806684733514]"
,26767,"[0.0007130124777183, 0.2680926916221033, 0.0003565062388591, 0.7308377896613191]"
,27259,"[0.2695393759286775, 0.7300148588410104, 0.000148588410104, 0.000297176820208]"
,27291,"[0.0011152416356877, 0.2944237918215613, 0.0005576208178438, 0.7039033457249071]"
,27638,"[0.0013175230566534, 0.2536231884057971, 0.0, 0.7450592885375494]"
,27752,"[0.000697350069735, 0.7440725244072525, 0.0, 0.2552301255230125]"
,27807,"[0.0013908205841446, 0.2670375521557719, 0.0020862308762169, 0.7294853963838664]"
,27874,"[0.0030998140111593, 0.7303161810291382, 0.0, 0.2665840049597024]"
,28311,"[0.0011175959269837, 0.24251831615547, 0.0001241773252204, 0.7562399105923259]"
,28461,"[0.6990208599404002, 0.0001419043564637, 0.3002696182772811, 0.0005676174258549]"
,28881,"[0.7108203000319183, 0.0025534631343759, 0.0073412065113309, 0.2792850303223747]"
,28882,"[0.7000157554750276, 0.0007877737513786, 0.2982511422719395, 0.0009453285016543]"
,28883,"[0.000314465408805, 0.6993710691823899, 0.2998427672955975, 0.0004716981132075]"
,28916,"[0.0002697235333782, 0.0, 0.7417397167902899, 0.2579905596763318]"
,29402,"[0.0002492211838006, 0.0001246105919003, 0.735202492211838, 0.2644236760124611]"
,29470,"[0.0013684996267728, 0.0001244090569793, 0.2495645683005722, 0.7489425230156755]"
,29742,"[0.0011228070175438, 0.0007017543859649, 0.7156491228070175, 0.2825263157894737]"
