barcode,positions,base_prop
,17410,"[0.0, 0.5147058823529411, 0.0, 0.4852941176470588]"
,18163,"[0.5492957746478874, 0.0, 0.4507042253521127, 0.0]"
,18304,"[0.0140845070422535, 0.0, 0.2253521126760563, 0.7605633802816901]"
,18570,"[0.0125, 0.5, 0.0, 0.4875]"
,19955,"[0.0, 0.4324324324324324, 0.0135135135135135, 0.5540540540540541]"
,20055,"[0.4931506849315068, 0.0, 0.5068493150684932, 0.0]"
,21618,"[0.0, 0.0476190476190476, 0.4047619047619047, 0.5476190476190477]"
,21770,"[0.0, 0.0151515151515151, 0.6060606060606061, 0.3787878787878788]"
,21987,"[0.5441176470588235, 0.0, 0.4558823529411764, 0.0]"
,22200,"[0.0169491525423728, 0.0169491525423728, 0.5084745762711864, 0.4576271186440678]"
,22227,"[0.0, 0.5806451612903226, 0.0161290322580645, 0.4032258064516129]"
,22578,"[0.4054054054054054, 0.0, 0.581081081081081, 0.0135135135135135]"
,22674,"[0.0, 0.6, 0.0125, 0.3875]"
,22679,"[0.0123456790123456, 0.4444444444444444, 0.0, 0.5432098765432098]"
,22686,"[0.0133333333333333, 0.52, 0.0, 0.4666666666666667]"
,22688,"[0.55, 0.0, 0.45, 0.0]"
,22775,"[0.3720930232558139, 0.0, 0.627906976744186, 0.0]"
,22786,"[0.5930232558139535, 0.3837209302325581, 0.0, 0.0232558139534883]"
,22882,"[0.0126582278481012, 0.0, 0.4050632911392405, 0.5822784810126582]"
,22917,"[0.0394736842105263, 0.0, 0.4210526315789473, 0.5394736842105263]"
,22992,"[0.4794520547945205, 0.0, 0.5205479452054794, 0.0]"
,23013,"[0.5733333333333334, 0.4266666666666667, 0.0, 0.0]"
,23040,"[0.5263157894736842, 0.0, 0.4736842105263157, 0.0]"
,23055,"[0.5714285714285714, 0.0, 0.4285714285714285, 0.0]"
,23063,"[0.5324675324675324, 0.0129870129870129, 0.0, 0.4545454545454545]"
,23075,"[0.0, 0.430379746835443, 0.0, 0.569620253164557]"
,23525,"[0.0120481927710843, 0.5060240963855421, 0.0, 0.4819277108433735]"
,23599,"[0.0129870129870129, 0.0, 0.4545454545454545, 0.5324675324675324]"
,23604,"[0.4556962025316455, 0.1012658227848101, 0.430379746835443, 0.0126582278481012]"
,23854,"[0.5342465753424658, 0.4657534246575342, 0.0, 0.0]"
,23948,"[0.0, 0.0, 0.4931506849315068, 0.5068493150684932]"
,24410,"[0.4507042253521127, 0.0140845070422535, 0.5352112676056338, 0.0]"
,24424,"[0.5070422535211268, 0.0140845070422535, 0.0, 0.4788732394366197]"
,24469,"[0.5, 0.0151515151515151, 0.0, 0.4848484848484848]"
,25000,"[0.0149253731343283, 0.5223880597014925, 0.0149253731343283, 0.4477611940298507]"
,25469,"[0.0, 0.5098039215686274, 0.0, 0.4901960784313725]"
,25584,"[0.0, 0.4897959183673469, 0.0, 0.5102040816326531]"
,25647,"[0.0, 0.0, 0.6086956521739131, 0.391304347826087]"
,26060,"[0.0, 0.5, 0.0, 0.5]"
,26270,"[0.0, 0.4857142857142857, 0.0, 0.5142857142857142]"
,26577,"[0.0, 0.5, 0.5, 0.0]"
,26709,"[0.5476190476190477, 0.0, 0.4285714285714285, 0.0238095238095238]"
,26767,"[0.0238095238095238, 0.3571428571428571, 0.0, 0.6190476190476191]"
,26858,"[0.0, 0.5106382978723404, 0.0, 0.4893617021276595]"
,27259,"[0.5178571428571429, 0.4821428571428571, 0.0, 0.0]"
,27382,"[0.0151515151515151, 0.4696969696969697, 0.5151515151515151, 0.0]"
,27383,"[0.5074626865671642, 0.0149253731343283, 0.0, 0.4776119402985074]"
,27384,"[0.0, 0.4705882352941176, 0.0, 0.5294117647058824]"
,27638,"[0.0, 0.4677419354838709, 0.0, 0.532258064516129]"
,27752,"[0.0169491525423728, 0.5423728813559322, 0.0, 0.4406779661016949]"
,27807,"[0.0153846153846153, 0.5230769230769231, 0.0, 0.4615384615384615]"
,28271,"[0.4067796610169492, 0.0169491525423728, 0.0, 0.576271186440678]"
,28311,"[0.0158730158730158, 0.4603174603174603, 0.0, 0.5238095238095238]"
,28461,"[0.6376811594202898, 0.0, 0.3623188405797101, 0.0]"
,28881,"[0.5471698113207547, 0.0, 0.0377358490566037, 0.4150943396226415]"
,28882,"[0.5370370370370371, 0.0, 0.4629629629629629, 0.0]"
,28883,"[0.0, 0.5555555555555556, 0.4444444444444444, 0.0]"
,29402,"[0.0, 0.0, 0.5609756097560976, 0.4390243902439024]"
,29510,"[0.532608695652174, 0.4565217391304347, 0.0, 0.0108695652173913]"
