barcode,positions,base_prop
,27874,"[0.0571428571428571, 0.5285714285714286, 0.0142857142857142, 0.4]"
,28311,"[0.0, 0.5, 0.0, 0.5]"
,28461,"[0.5205479452054794, 0.0, 0.4794520547945205, 0.0]"
,28658,"[0.4788732394366197, 0.0, 0.5211267605633803, 0.0]"
,28795,"[0.5652173913043478, 0.0, 0.4347826086956521, 0.0]"
,28881,"[0.5, 0.03125, 0.03125, 0.4375]"
,28882,"[0.4776119402985074, 0.0149253731343283, 0.4477611940298507, 0.0597014925373134]"
,28883,"[0.0149253731343283, 0.4477611940298507, 0.5373134328358209, 0.0]"
,28916,"[0.0294117647058823, 0.0, 0.4558823529411764, 0.5147058823529411]"
,29402,"[0.0151515151515151, 0.0151515151515151, 0.4545454545454545, 0.5151515151515151]"
,29510,"[0.5076923076923077, 0.4461538461538462, 0.0153846153846153, 0.0307692307692307]"
