barcode,positions,base_prop
,26709,"[0.7411764705882353, 0.0, 0.2588235294117647, 0.0]"
,26767,"[0.0, 0.25, 0.0, 0.75]"
,26858,"[0.0240963855421686, 0.2409638554216867, 0.0240963855421686, 0.7108433734939759]"
,27259,"[0.25, 0.725, 0.0125, 0.0125]"
,27382,"[0.0142857142857142, 0.5857142857142857, 0.3428571428571428, 0.0571428571428571]"
,27383,"[0.3157894736842105, 0.1447368421052631, 0.0, 0.5394736842105263]"
,27384,"[0.0, 0.5679012345679012, 0.0246913580246913, 0.4074074074074074]"
,27638,"[0.0, 0.2597402597402597, 0.0, 0.7402597402597403]"
,27752,"[0.0, 0.7662337662337663, 0.0129870129870129, 0.2207792207792207]"
,27807,"[0.0, 0.2597402597402597, 0.0129870129870129, 0.7272727272727273]"
,27874,"[0.0126582278481012, 0.7468354430379747, 0.0253164556962025, 0.2151898734177215]"
,28311,"[0.0, 0.2948717948717949, 0.0128205128205128, 0.6923076923076923]"
,28461,"[0.7236842105263158, 0.0263157894736842, 0.25, 0.0]"
,28658,"[0.2266666666666666, 0.0, 0.7733333333333333, 0.0]"
,28795,"[0.3698630136986301, 0.0136986301369863, 0.6164383561643836, 0.0]"
,28882,"[0.7432432432432432, 0.0135135135135135, 0.2162162162162162, 0.027027027027027]"
,28883,"[0.0, 0.7397260273972602, 0.2465753424657534, 0.0136986301369863]"
,28916,"[0.04, 0.0133333333333333, 0.72, 0.2266666666666666]"
,29402,"[0.0140845070422535, 0.0140845070422535, 0.7605633802816901, 0.2112676056338028]"
,29510,"[0.2238805970149253, 0.7611940298507462, 0.0, 0.0149253731343283]"
